,tweets,label
370,i can t watch triggering movies anymore  it activates anxiety  ptsd and activism  that could be real bad   anxiety  ptsd  mentalhealth,1
371,Its tomorrow that date..7y and I can still remember every single minute of fighting my attacker in a snowstorm,2
372,"""the strongest people are those who win battles we know nothing about"" we all fight battles which the world knows",0
373,that sources of happiness would be life right now  anxiety,1
374,"Our latest:  sexual  violence,  mentalhealth, &amp;  suicide. Testing a  coping framework, incuding  LGBTQ sub-analyses the struggle against patriarchial society",2
375,mental health matters so much but especially in a global pandemic  please take the time to sign this petition and share,0
376,despite it being the most common mental health condition in australia  with one in three women affected  there are no solutions to anixety,1
377,"Too many patients are feeling the pain of isolation , suicidal thoughts on the rise",2
378,relationship red flags you should know   happiness  mentalhealthrecovery  quotes,0
379,yes consequences of  anxiety,1
380,Resources for your grief journey  LoveNeverDies  loss  grief  mourn  bereavement  depression  sadness  loneliness,2
381,with over free courses on our e learning site covering  stress   depression   anxiety   wellbeing,0
382,why cant i do  insert any and all tasks that will be evaluated judged in some way   i dont have it totally figured out,1
383,I am suffering from mental health issues (with fair warning for possible triggers),2
384,it is easy to worry all time and worry about worrying  sometimes all you have to do allow yourself to breathe,0
385,stress  anxiety  depression  shock  stress  and  trauma can hit a person at the same time  it sucks to be on the receiving end,1
386,I am experiencing some difficult feelings about the pandemic  Lockdown - it is a tough time,2
387,"""whats the difference between stress and anxiety "" ""knowing the difference can ensure you get the help you need ",0
388,why are you like this  why wont you let me hang out and talk with anybody today   anxiety,1
389,"Report:  COVID19 pandemic pushes up rates of  anxiety,  depression,  alcohol and  drug abuse",2
390,[redacted] tools for a peaceful mind  [redacted]  toolsforapeacefulmind  wellbeing  mindfulness  calminghealth,0
391,i wanna know why tf mental health services are so expensive and treated like a luxury  it s absurd  if someone is unwell  why trouble them further,1
392,"So, while I battled back n forth with how in depth I wanted to share about the influences my  mentalhealth has on me, I just cannot",2
393,what to do when you re feeling overwhelmed   psychology  podcast  anxiety  overwhelm,0
394,fuck  insomnia  depression  anxiety    infj,1
395,Negative thinking leads to poor mental health and poor physical health. Hence putting the idea of self-harm,2
396,senior peer support worker [redacted] talks about managing  anxiety you can read it here,0
397,somebody ask me what gives me  anxiety      i would say my bills as they are         a year,1
398,"Throughout the COVID-19 crisis, about in adults have reported symptoms of anxiety and/or depressive disorder, suicidal thoughts",2
399,relaxation exercises can sometimes help in times of heightened  anxiety  as they can help to ease the physical and mental state,0
400,exhausted  anxiety  mentalhealthmatters,1
401,"Today would have been my husband's st birthday, had he not taken his own life in May . My husband comitted suicide.",2
402,online therapist for  anxiety via skype  see   anxietyhelp,0
403,impulsive decision making is always the worst  anxiety  ugh  horrible,1
404,The  COVID crisis taxed the  MentalHealth of many people in  [redacted] and beyond. May they get better,2
405,anxiety comes into existence only when we become identified with small things  and they all pass,0
406,why do i have to rehearse every conversation in my head   anxiety,1
407,If youre noticing that your symptoms of  anxiety (in association with COVID-19 or otherwise) are causing you to have suicidal thoughts then seek help,2
408,at our yesterday session we learnt that a healthy mind compliments a healthy body  and we celebrate valentines,0
409,this morning i couldn t help pondering this vague fear i have with me constantly about the ongoing shift to extremism,1
410,"Depression is different for everybody. No matter who it is, it can be difficult to handle. Life is tough, rough difficuly to survive",2
411,great thread  i m not autistic but i recognize some of the coping mechanisms i use to combat my  anxiety stress,0
412,i could use some positive thoughts  vibes and love sent my way  anxiety and mental health is high  having a hard time,1
413,COVID19 Is Making Us Lonelier: Is There a Way Out?  Please help,2
414,as we return to work  it is important that we are sensitive to our mental well being  we re here to support you,0
415,this always gives me anxiety also yes i have a tiktok  animation  tiktok  anxiety  artistproblems,1
416,Covid-19 may have serious mental health implications. Those in the front line are at high risk. Depression and distance can often have a serious impact on one's life,2
417,skype therapy using mindfulness for overcoming  anxiety and  depression and  addiction without depending on drugs,0
418,i lock myself away doing nothing over  over sat in the darkness silence  mindless is how it began please tell me what to do,1
419,"The idea that we're in a deepening  mental health pandemic isn't up for debate at this stage. The big question is, how many people will be able to pull through this?",2
420,if you are feeling  anxiety or struggling in any way  you can use the resources on our website or contact your welfare counsellor,0
421,holy crap my anxiety is high  anxiety,1
422,Did you know that death by suicide in children aged -19 increased almost % from -2017?,2
423,its not about being the best  its about being better than you were yesterday  have a wonderful week everyone,0
424,having a really tough day     bpd  depression  anxiety  and more,1
425,A recent study published in found that % of COVID-19 patients who tested positive for COVID-19 develop severse mental health issues,2
426,online  mindfulness therapy via skype for the treatment of ocd  obsessive intrusive thoughts and traumatic memory,0
427,i hate going far from home   lockdown     suits me so well   anxiety,1
428,my painful thoughts are persistent !,2
429,national mathematics day  ways to help children conquer their math anxiety  mathematicsday  anxiety,0
430,one day  i hope i can be at the point where i can feel like enough for myself  it just sucks getting to that point,1
